식별번호,시장명,시장유형,소재지도로명주소,소재지지번주소,위도,경도
04003,강릉중앙시장,상설장,강원특별자치도 강릉시 금성로21,강원특별자치도 강릉시 성남동 50,37.75402359,128.8986233
04003,강릉동부시장,상설장,강원특별자치도 강릉시 옥천로 48,강원특별자치도 강릉시 옥천동 223,37.76006572,128.9006624
04003,강릉서부시장,상설장,강원특별자치도 강릉시 임영로 155번길 6,강원특별자치도 강릉시 용강동 29,37.75509423,128.8907988
04003,주문진종합시장,상설장,강원특별자치도 강릉시 주문진읍 구시장길 11-3,강원특별자치도 강릉시 주문진읍 주문리 321-14,37.89143538,128.8269078
04003,주문진수산시장,상설장,강원특별자치도 강릉시 주문진읍 시장2길 4,강원특별자치도 강릉시 주문진읍 주문리 312-439,37.89097196,128.8280066
04003,주문진좌판풍물시장,상설장,강원특별자치도 강릉시 주문진읍 해안로 1758-10,강원특별자치도 강릉시 주문진읍 주문리 312-713,37.89172179,128.8293126
04003,주문진건어물시장,상설장,강원특별자치도 강릉시 주문진읍 해안로1748,강원특별자치도 강릉시 주문리 312-708,37.89114216,128.8287525
04003,강릉성남시장,상설장,강원특별자치도 강릉시 중앙시장1길 16,강원특별자치도 강릉시 성남동 54-10,37.75345075,128.8992157
05001,간성전통시장,5일장,강원특별자치도 고성군 간성시장3길 7-2,강원특별자치도 고성군 간성읍 신안리 311-10,38.37999652,128.4694501
05001,거진전통시장,상설장+5일장,강원특별자치도 고성군 거진시장길 15,강원특별자치도 고성군 거진리 272,38.44783915,128.4539615
02016,북평민속시장,5일장,강원특별자치도 동해시 오일장길 32,강원특별자치도 동해시 북평동 15-5,37.48247246,129.1260277
02016,묵호항 자연산 수산물 판매장,상설장,강원특별자치도 동해시 일출로 15-128,강원특별자치도 동해시 묵호진동 15-128번지 외 4필지,37.5520617,129.1162072
02016,묵호시장,상설장,강원특별자치도 동해시 일출로 59-1,강원특별자치도 동해시묵호동 15-61,37.55235883,129.114195
02016,동쪽바다 중앙시장,상설장,강원특별자치도 동해시 중앙시장길 12,강원특별자치도 동해시 발한동 7-1,37.55104798,129.1085724
02016,동해남부재래시장,상설장,강원특별자치도 동해시 청운1길 29,강원특별자치도 동해시 동회동 442,37.48761131,129.1035481
02023,도계중앙시장,상설장,강원특별자치도 삼척시 도계읍 도계로4길 20,강원특별자치도 삼척시 도계읍 도계리 390-1,37.23515044,129.0451079
02023,도계전두시장,상설장,강원특별자치도 삼척시 도계읍 전두시장길 6-1,강원특별자치도 삼척시 도계읍 전두리 81-20,37.22913387,129.0428102
02023,삼척번개시장,상설장,강원특별자치도 삼척시 중앙로 14-27,강원특별자치도 삼척시 사직동 50-11,37.43090508,129.1785784
02023,삼척중앙시장,5일장,강원특별자치도 삼척시 진주로 12-21,강원특별자치도 삼척시 남양동 55-4,37.44210346,129.1646216
02013,(사)속초종합중앙시장,상설장,강원특별자치도 속초시 중앙로147번길 16,강원특별자치도 속초시 중앙동 471-4,38.20452186,128.5901906
02013,속초중앙전통시장,상설장,강원특별자치도 속초시 중앙시장로 6길 4,강원특별자치도 속초시 중앙동 493-51,38.20540373,128.5893551
02008,양구중앙시장,5일장,강원특별자치도 양구군 중앙길 68,강원특별자치도 양구군 상리 235,38.10410575,127.9893293
02005,양양전통시장,5일장,강원특별자치도 양양군 양양읍 남문5길 9,강원특별자치도 양양군 남문리 57,38.07506325,128.6232929
02002,서부공설시장,상설장,강원특별자치도 영월군 영월읍 서부시장길 8-1,강원특별자치도 영월군 영월읍 하송리 5-10,37.18292424,128.4663131
02002,영월종합상가,상설장,강원특별자치도 영월군 영월읍 하송안 길,강원특별자치도 영월군 영월읍 하송리 11-3,37.18222729,128.4667099
02002,서부아침시장,상설장,강원특별자치도 영월군 중앙로 30-1,강원특별자치도 영월군 영월읍 영흥리 947-57,37.18331946,128.4667527
02015,문막전통시장,5일장,강원특별자치도 원주시 문막읍 문막시장1길 52-10,강원특별자치도 원주시 문막읍 문막리 240-1,37.30603623,127.8153591
02015,북원상가시장,상설장,강원특별자치도 원주시 북원상가길 13,강원특별자치도 원주시 태장2동 1379-23,37.38437866,127.9488481
02015,중앙시민전통시장,상설장,강원특별자치도 원주시 자유시장길 26,강원특별자치도 원주시 중앙동 42-3,37.35170226,127.9496432
02015,원주자유시장,상설장,강원특별자치도 원주시 중앙시장길 11,강원특별자치도 원주시 중앙동 57,37.35022856,127.9486248
02015,원주중앙시장,상설장,강원특별자치도 원주시 중앙시장길 6,강원특별자치도 원주시 중앙동 60-56,37.3500121,127.9491922
02015,원주남부시장,상설장,강원특별자치도 원주시 치악로 1803,강원특별자치도 원주시 명륜동 26,37.34301479,127.9544876
02015,원주민속풍물시장,5일장,강원특별자치도 원주시 풍물시장길 30,강원특별자치도 원주시 평원동 134-1,37.34898697,127.9541166
02009,기린전통시장,5일장,강원특별자치도 인제군 기린면 기린로 17,강원특별자치도 인제군 기린면 현리 639-9번지,37.95398472,128.3168559
02009,원통시장,5일장,강원특별자치도 인제군 북면 원통로 178번길 7-1,강원특별자치도 인제군 북면 원통리 647-40,38.12258112,128.2046174
02009,인제시장,5일장,강원특별자치도 인제군 인제읍 인제로 178번길 14,강원특별자치도 인제군 인제읍 상동리 258-32번지,38.06709944,128.1710768
02022,고한구공탄시장,상설장+5일장,강원특별자치도 정선군 고한읍 고한 4길 38-6,강원특별자치도 정선군 고한읍 고한리 62-14,37.20132181,128.8540542
02022,정선사북시장,상설장,강원특별자치도 정선군 사북읍 사북2길 6 - 1,강원특별자치도 정선군 사북읍 사북리 366-59,37.22736185,128.8162173
02022,임계사통팔달시장,5일장,강원특별자치도 정선군 송계3길 12,강원특별자치도 정선군 송계리 774-5,37.49511413,128.8525744
02022,정선아리랑시장,5일장,강원특별자치도 정선군 정선읍 봉양7길 39,강원특별자치도 정선군 정선읍 봉양리 349-20,37.38039035,128.6652264
02004,신철원전통시장,5일장,강원특별자치도 철원군 갈말읍 삼부연로18번길 16-2,강원특별자치도 철원군 갈말읍 신철원리 697,38.14472692,127.3100254
02004,동송시장,5일장,강원특별자치도 철원군 동송읍 이평로 47번길 16,강원특별자치도 철원군 동송읍 이평리 680-1,38.20880978,127.218876
02004,동송전통시장,5일장,강원특별자치도 철원군 동송읍 이평로 47번길 19,강원특별자치도 철원군 동송읍 이평리 678-49,38.2089011,127.2192783
02004,와수전통시장,상설장+5일장,강원특별자치도 철원군 서면 와수로 184번길 6-3,강원특별자치도 철원군 서면 와수리 1171-92,38.23946579,127.4394938
04001,춘천남부시장,상설장,강원특별자치도 춘천시 공지로 367,강원특별자치도 춘천시 효자동 684-11,37.87056273,127.7260495
04001,춘천동부시장,상설장,강원특별자치도 춘천시 동부시장길8,강원특별자치도 춘천시 운교동 183,37.87723546,127.734114
04001,춘천서부시장,상설장,강원특별자치도 춘천시 서부대성로12,강원특별자치도 춘천시 소양로2가 172-1,37.88481452,127.7246493
04001,춘천번개시장,상설장,강원특별자치도 춘천시 소양로212 새마을금고2층,강원특별자치도 춘천시 소양로1가 93-10,37.89183308,127.7263073
04001,제일종합시장,상설장,강원특별자치도 춘천시 약사고개길13,강원특별자치도 춘천시 죽림동 32,37.87748142,127.7260807
04001,춘천풍물시장,5일장,강원특별자치도 춘천시 영서로 2352-54,강원특별자치도 춘천시 온의동 148-1,37.86623705,127.7195843
04001,춘천중앙시장,상설장,강원특별자치도 춘천시 중앙로77번길 4-4,강원특별자치도 춘천시 중앙로2가 42-18,37.87849419,127.7257538
04001,춘천후평시장,상설장,강원특별자치도 춘천시 효평길 104,강원특별자치도 춘천시 후평동 691-22,37.88079022,127.746783
02031,황지자유시장,상설장,강원특별자치도 태백시 시장안길 18 - 1,강원특별자치도 태백시 통동 75-32,37.17303883,129.0412268
02031,태백시 장성중앙시장,상설장,강원특별자치도 태백시 장성1길 190,강원특별자치도 태백시 장성동 159-2,37.10068429,129.009713
02028,평창대화시장,5일장,강원특별자치도 평창군 대화면 대화시장 2길 41,강원특별자치도 평창군 대화면 대화리 1001-163,37.50110318,128.4539931
02028,봉평전통시장,5일장,강원특별자치도 평창군 봉평면 허생원장터길15,강원특별자치도 평창군 봉평면 창동리 397-34,37.61559178,128.3772803
02028,진부전통시장,5일장,강원특별자치도 평창군 진부면 진부새싹길 28-7,강원특별자치도 평창군 진부면 하진부리 206-95,37.63821679,128.5579259
02028,평창전통시장,5일장,강원특별자치도 평창군 평창읍 평창중앙로 27-26,강원특별자치도 평창군 평창읍 하리 139-1,37.36723552,128.3947832
02029,홍천시장,상설장,강원특별자치도 홍천군 홍천읍 번영로 53번지 일원,강원특별자치도 홍천군 홍천읍 신장대리 8-128번지 일원,37.69055257,127.8862031
02029,홍천중앙시장,상설장,강원특별자치도 홍천군 홍천읍 홍천로 8길 17,강원특별자치도 홍천군 홍천읍 신장대리 5-3,37.69108298,127.886165
02014,화천전통시장,5일장,강원특별자치도 화천군 화천읍 중앙로 24길12,강원특별자치도 화천군 화천읍 하리 50-7,38.10390468,127.7064262
02019,횡성시장,상설장+5일장,강원특별자치도 횡성군 횡성읍 삼일로 4-2,,37.4898938,127.9866151
02030,가평잣고을시장,5일장,경기도 가평군 가평읍 장터2길12 204호,경기도 가평군 읍내리 405,37.82976594,127.5148873
02030,설악눈메골시장,상설장,경기도 가평군 설악면 신천중앙로 104-1,경기도 가평군 설악면 신천리 413-14,37.6773832,127.4921808
02030,청평여울시장,5일장,경기도 가평군 청평면 시장중앙로19,경기도 가평군 청평면 청평리 81-2,37.73476579,127.4158609
02010,능곡전통시장,5일장,경기도 고양시 덕양구 능곡로 12의 9,경기도 고양시 덕양구 토당동 347,37.62135086,126.8207792
02010,원당전통시장,상설장,경기도 고양시 덕양구 호국로 790번길 17,경기도 고양시 덕양구 성사동 697-14,37.65628101,126.8372528
02010,덕이동패션1번지,상설장,경기도 고양시 일산서구 덕이동 탄중로101번길 13,경기도 고양시 일산서구 덕이동 384-1,37.69302055,126.755787
02010,일산전통시장,상설장,경기도 고양시 일산서구 일청로 12번길 9,경기도 고양시 일산서구 일산동 617-20,37.68562256,126.7708264
02011,과천제일쇼핑,상설장,경기도 과천시 별양상가 2로 14,경기도 과천시 별양동 1-13,37.42732794,126.9929982
02011,과천서서울프라자,상설장,경기도 과천시 별양상가 2로 20,경기도 과천시 별양동 1-18,37.42682749,126.9925561
02006,광명새마을시장,상설장,경기도 광명시 광명로 831번지 4의1,경기도 광명시 광명동 342-12,37.47365412,126.8513997
02006,광명전통시장,상설장,경기도 광명시 광이로13번길 17-5,경기도 광명시 광명동 158-44,37.47994816,126.8561647
02025,경안시장,5일장,경기도 광주시 경안로25번길 14-1,경기도 광주시 경안동 33-16,37.40885891,127.25703
02012,구리전통시장,상설장,경기도 구리시 검배로 6번길 31,경기도 구리시 수택동 417,37.5995428,127.1399042
02016,군포역전시장,상설장,경기도 군포시 군포로538번길 18,경기도 군포시 당동 749,37.35490153,126.9469987
02016,산본시장,상설장,경기도 군포시 산본천로183번길 6 산본동,경기도 군포시 산본동 221-5,37.36967532,126.9381221
02023,통진시장,상설장,경기도 김포시 서암로84번길 29,경기도 김포시 서암리 721-8,37.69129472,126.5997011
02023,양곡오라니장터,상설장,경기도 김포시 양곡1로 54,경기도 김포시 양촌읍 양곡리 419-4 16호,37.65537267,126.6235251
02023,양곡시장,상설장,경기도 김포시 양촌읍 양곡1로 42-2,경기도 김포시 양촌읍 양곡리 415-6,37.65446358,126.6238085
02013,남양주 장현전통시장,5일장,경기도 남양주시 진접읍 장현로 77의100,경기도 남양주시 장현리 380-15,37.71761594,127.1808911
02008,동두천제일시장,상설장,경기도 동두천시 정장로 11-12,경기도 동두천시 생연동 823,37.90517392,127.0522232
02008,동두천시 중앙시장,상설장,경기도 동두천시 중앙로285번길 9,경기도 동두천시 생연동 607-27,37.90690224,127.0537404
02008,동두천큰시장,5일장,경기도 동두천시 큰시장로 52,경기도 동두천시 생연동 698-1,37.90049061,127.0520741
02008,세아프라자상가 전통시장,상설장,경기도 동두천시 큰시장로 64,경기도 동두천시 큰시장로 64,37.9007191,127.0505963
02005,청과물시장,상설장,경기도 부천시 경인로206번길 43,경기도 부천시 심곡본동 659,37.4815768,126.7779879
02005,고리울동굴시장,상설장,경기도 부천시 고리울로64번길 27,경기도 부천시 오정구 고강동 407,37.52584383,126.8226996
02005,역곡남부시장,상설장,경기도 부천시 부광로16번길 33,경기도 부천시 소사구 괴안동 107-8,37.48252978,126.8115377
02005,오정시장,상설장,경기도 부천시 부천로 470번길 50,경기도 부천시 오정동 582-30,37.52597405,126.7857048
02005,원미부흥시장,상설장,경기도 부천시 부천로96번길 80,경기도 부천시 원미동 119-4,37.49203038,126.7898181
02005,중동사랑시장,상설장,경기도 부천시 부흥로200번길 25,경기도 부천시 중동 724,37.49497529,126.7645791
02005,원종 종합시장,상설장,경기도 부천시 삼작로 394,경기도 부천시 원종동 372-1,37.51971159,126.805569
02005,부천상동시장,상설장,경기도 부천시 석천로60번길 51,경기도 부천시 상동 236-5,37.49235707,126.7642708
02005,원종중앙시장,상설장,경기도 부천시 성오로 124번길 47,경기도 부천시 원종동 209-5,37.52506508,126.8023169
02005,조공시장,상설장,경기도 부천시 소사구 범안로8번길 11,경기도 부천시 괴안동 40,37.48040752,126.8052447
02005,부천자유시장,상설장,경기도 부천시 소사구 자유로 33,경기도 부천시 소사구 심곡본동 543,37.4841112,126.7799422
02005,강남시장,상설장,경기도 부천시 옥산로154번길 21,경기도 부천시 도당동 276-4,37.50749709,126.7814664
02005,역곡상상시장,상설장,경기도 부천시 원미구 부일로749번길 31,경기도 부천시 원미구 역곡동 84-7,37.48757761,126.8118941
02005,부천제일시장,상설장,경기도 부천시 원종로85번길 84,경기도 부천시 원종동 296,37.52795189,126.8097229
02005,한신시장,상설장,경기도 부천시 은성로68번길 46,경기도 부천시 소사본동 200-1,37.47312398,126.7980162
02005,원미종합시장,상설장,경기도 부천시 조종로 49번길 21-3,경기도 부천시 원미동 97-12,37.49368229,126.7901781
02005,신흥시장,상설장,경기도 부천시 평천로 719,경기도 부천시 삼정동 314-13,37.51533797,126.7705826
02005,소사종합시장,상설장,경기도 부천시 호현로474번길 13-2,경기도 부천시 소사본동 78-12,37.47966315,126.7939541
02002,하대원공설시장,상설장,경기도 성남시 마지로 118,경기도 성남시 중원구 하대원동 266의1,37.42746648,127.1422367
02002,금호행복시장,상설장,경기도 성남시 분당구 내정로 165번길 38,경기도 성남시 분당구 수내동 32,37.37666085,127.1162393
02002,코끼리시장,상설장,경기도 성남시 분당구 내정로 166번길 7-6,경기도 성남시 분당구 수내동 56,37.37311168,127.1204218
02002,청구문화시장,상설장,경기도 성남시 분당구 내정로165번길 38,경기도 성남시 분당구수내동 32,37.37666085,127.1162393
02002,돌고래시장,상설장,경기도 성남시 분당구 내정로174번길 42 파크타운서안아파트,경기도 성남시 분당구 수내동 53,37.37153075,127.1221683
02002,현대프라자시장,상설장,경기도 성남시 분당구 돌마로 364,경기도 성남시 분당구 수내동 79-2,37.36998628,127.1236631
02002,분당종합시장,상설장,경기도 성남시 분당구 돌마로 366번길 42,경기도 성남시 분당구 수내동 83,37.36718028,127.1267485
02002,미금현대벤처빌,상설장,경기도 성남시 분당구 돌마로90번길 8,경기도 성남시 분당구 구미동 26-1,37.3492844,127.1117738
02002,미래타운 제2종합시장,상설장,경기도 성남시 분당구 불정로376번길 31,경기도 성남시 분당구 서현동 311,37.37225503,127.1388711
02002,범한프라자시장,상설장,경기도 성남시 분당구 불정로376번길 37 서현동,경기도 성남시 분당구 서현동 312-3,37.3716295,127.1394444
02002,미래그린시장,상설장,경기도 성남시 분당구 불정로386번길 10 서현동 효자촌미래타운아파트,경기도 성남시 분당구 서현동 307,37.37341644,127.1380364
02002,동신종합시장,상설장,경기도 성남시 분당구 수내동 돌마로 361,경기도 성남시 분당구 수내동 돌마로 361,37.37062313,127.1229661
02002,야탑에이스코아시장,상설장,경기도 성남시 분당구 야탑로 64,경기도 성남시 분당구 야탑동 502,37.40950295,127.1259785
02002,우성종합상가,상설장,경기도 성남시 분당구 중앙공원로40번길 42,경기도 성남시 분당구 서현동 94-3,37.37818238,127.1323819
02002,금광시장,상설장,경기도 성남시 산성대로426번길 5,경기도 성남시 중원구 금광동 4622,37.45003252,127.1599062
02002,코코프라자,상설장,경기도 성남시 서현로210번길 20,경기도 성남시 서현동 248-5번지 1층,37.38585743,127.124037
02002,성남중앙시장,상설장,경기도 성남시 수정구 수정로 109,경기도 성남시 수정구 태평동 3681,37.44139765,127.132117
02002,숯골신흥시장,상설장,경기도 성남시 수정구 수정로214번길 6,경기도 성남시 수정구 신흥동 3436-10,37.44397935,127.1433869
02002,현대시장,상설장,경기도 성남시 수정구 수정북로18,경기도 성남시 수정구 태평동 3683,37.44170136,127.1319785
02002,분당현대시장,상설장,경기도 성남시 중앙공원로40번길 8,경기도 성남시 서현동 94번지,37.37973404,127.1301894
02002,단대전통시장,상설장,경기도 성남시 중원구 광명로289,경기도 성남시 중원구 금광동 10,37.44434033,127.1583278
02002,모란전통기름시장,상설장,경기도 성남시 중원구 둔촌대로 83번길 7,경기도 성남시 중원구 성남동 4222,37.43090769,127.1280077
02002,은행시장,상설장,경기도 성남시 중원구 산성대로 526,경기도 성남시 중원구 은행2동 1553,37.45758554,127.1644853
02002,성남남한산성시장,상설장,경기도 성남시 중원구 산성대로518번길 7,경기도 성남시 중원구 은행동 1565 1,37.45695509,127.1644337
02002,모란종합시장,5일장,경기도 성남시 중원구 성남대로 1127,경기도 성남시 중원구 성남동 4182,37.43033963,127.1288869
02002,모란시장,상설장,경기도 성남시 중원구 성남대로 1127,경기도 성남시 중원구 성남동 4182,37.43033963,127.1288869
02002,상대원시장,상설장,경기도 성남시 중원구 희망로344번길 6,경기도 성남시 중원구 상대원동 2985-1,37.4359794,127.1587721
02001,권선종합시장,상설장,경기도 수원시 권선구 세권로 185 권선동,경기도 수원시 권선동 1051,37.25609894,127.0245796
02001,구매탄시장,상설장,경기도 수원시 영통구 매여울로53번길 50-1 매탄동,경기도 수원시 영통구 매탄동 172-72,37.27260269,127.0419222
02001,정자시장,상설장,경기도 수원시 장안구 수성로261번길 16 정자동,경기도 수원시 장안구 정자동 73-10,37.29069027,127.0008813
02001,장안문거북시장,상설장,경기도 수원시 장안구 수성로382번길 24 영화동,경기도 수원시 장안구 영화동 250-1,37.29314857,127.0139656
02001,연무시장,상설장,경기도 수원시 장안구 월드컵로428번길 10 연무동,경기도 수원시 장안구 연무동 249,37.29396045,127.0259771
02001,조원시장,상설장,경기도 수원시 장안구 조원로89번길 8 조원동,경기도 수원시 장안구 조원동 743-7,37.30078361,127.0153385
02001,북수원시장,상설장,경기도 수원시 장안구 파장로82번길 9 파장동,경기도 수원시 장안구 파장동 572-35,37.30710826,126.9921315
02001,매산시장,상설장,경기도 수원시 팔달구 권선로 477 매산로2가,경기도 수원시 팔달구 매산로2가 90,37.26457142,127.0033544
02001,화서시장,상설장,경기도 수원시 팔달구 동말로 72 화서동,경기도 수원시 팔달구 화서동 97-1,37.27857804,127.0020898
02001,수원역전시장,상설장,경기도 수원시 팔달구 매산로 2-10 매산로1가,경기도 수원시 팔달구 매산로1가 57-3,37.26630163,127.0023389
02001,미나리광시장,상설장,경기도 수원시 팔달구 수원천로 266-4 지동,경기도 수원시 팔달구 지동 400-12,37.27727659,127.0196391
02001,구천동공구시장,상설장,경기도 수원시 팔달구 수원천로199번길 5 구천동,경기도 수원시 팔달구 구천동 86-1,37.27212246,127.0173593
02001,수원영동시장,상설장,경기도 수원시 팔달구 수원천로255번길 6 영동,경기도 수원시 팔달구 영동 8,37.27681569,127.0186603
02001,못골종합시장,상설장,경기도 수원시 팔달구 수원천로258번길 10-12 지동,경기도 수원시 팔달구 지동 387-1,37.27602819,127.0207728
02001,남문패션1번가시장,상설장,경기도 수원시 팔달구 정조로758번길 24 영동,경기도 수원시 팔달구 영동 43-5,37.27562604,127.0181079
02001,팔달문시장,상설장,경기도 수원시 팔달구 정조로770번길 17 영동,경기도 수원시 팔달구 영동 6-14,37.27685617,127.0178859
02001,지동시장,상설장,경기도 수원시 팔달구 팔달문로 19 지동,경기도 수원시 팔달구 지동 402-2,37.27788344,127.0196281
02001,시민시장,상설장,경기도 수원시 팔달구 팔달문로4번길 19 영동,경기도 수원시 팔달구 영동 10-18,37.27668388,127.0179847
02001,남문로데오시장,상설장,경기도 수원시 팔달구 행궁로 88 교동,경기도 수원시 팔달구 교동 3-6,37.27463697,127.0155247
02015,시화공구상가,상설장,경기도 시흥시 공단1대로 204,,37.33771107,126.7247096
02015,도일시장,5일장,경기도 시흥시 도일로 100의 4,경기도 시흥시 거모동 1669-22,37.339515,126.7840757
02015,시흥삼미시장상인회,상설장,경기도 시흥시 삼미시장2길 35,경기도 시흥시 신천동 738-4,37.44040747,126.7838201
02015,오이도 전통수산시장,상설장,경기도 시흥시 오이도로 167 173,경기도 시흥시 정왕동 2003-8 2003-12,37.34588131,126.6882099
02015,정왕전통시장,상설장,경기도 시흥시 정왕시장길 51 52,경기도 시흥시 정왕동 1202 1203,37.34580604,126.748569
02009,안산시민시장,5일장,경기도 안산시 단원구 화랑로 149,경기도 안산시 단원구 초지동 604-4,37.32537215,126.8050881
02009,신안프라자,상설장,경기도 안산시 상록구 반석로 54,,37.29647466,126.8658209
02009,월드프라자 전통시장,상설장,경기도 안산시 상록구 본삼로 60,경기도 안산시 상록구 본오동 872,37.30055499,126.8664493
02009,안산패션타운전통시장,상설장,경기도 안산시 상록구 삼리로 45,경기도 안산시 상록구 사동 1530-1,37.30498141,126.8446652
02009,신안코아전통시장,상설장,경기도 안산시 상록구 석호로 315,경기도 안산시 상록구 본오동 871,37.29374921,126.8659882
02009,안산다농마트전통시장,상설장,경기도 안산시 상록구 예술광장로 1,경기도 안산시 상록구 월피동 445-1,37.32836149,126.8442393
02009,스타프라자 전통시장,상설장,경기도 안산시 상록구 화랑로 513,경기도 안산시 상록구 성포동 583,37.32081608,126.8447219
02022,안성맞춤시장,상설장,경기도 안성시 시장길 37,경기도 안성시 서인동 13의1,37.00663083,127.2703533
02022,일죽시장상인회,상설장,경기도 안성시 일죽면 금일로 467 일원,경기도 안성시 일죽면 송천리 15-18,37.09336891,127.4784223
02022,안성중앙시장,5일장,경기도 안성시 장기로45번길 30,경기도 안성시 서인동 81,37.00656174,127.2687958
02022,죽산시장,5일장,경기도 안성시 죽산면 중서길 8-9,경기도 안성시 죽산면 죽산리 439-3,37.07598807,127.4233891
02004,안양관양시장,상설장,경기도 안양시 동안구 관평로 336번길 31,경기도 안양시 동안구 관양동 1407-8,37.40522465,126.95931
02004,안양호계종합시장,상설장,경기도 안양시 동안구 흥안대로113번길 34,경기도 안양시 동안구 호계1동 997,37.37253625,126.9592998
02004,중앙시장,상설장,경기도 안양시 만안구 냉천로 196,경기도 안양시 만안구 안양4동 676-44,37.39756839,126.9196682
02004,안양중앙인정시장,상설장,경기도 안양시 만안구 냉천로185번길 8,경기도 안양시 만안구 안양동 711-280,37.39648476,126.9195692
02004,석수시장,상설장,경기도 안양시 만안구 석천로 171번길 20,경기도 안양시 만안구 석수동 287,37.4128602,126.9079976
02004,중부농수산물시장,상설장,경기도 안양시 만안구 안양로248번길23,경기도 안양시 만안구 안양동 622-337,37.39590755,126.9256147
02004,안양박달시장,상설장,경기도 안양시 만안구 양화로 132-3,경기도 안양시 만안구 박달동 21-8,37.40464622,126.9096186
02004,안양남부시장,상설장,경기도 안양시 만안구 장내로 140번길 51,경기도 안양시 만안구 안양동 622-378,37.39593462,126.9249532
02031,양동쌍학시장,5일장,경기도 양평군 양동면 학둔지아래길 76 일원,경기도 양평군 양동면 쌍학리 227-3 일원,37.42017367,127.7531969
02031,양수리전통시장상인회,상설장+5일장,경기도 양평군 양서면 양수로 150번길 3-15 일원,경기도 양평군 양서면 양수리 1060 일원,37.54507333,127.3197948
02031,양평물맑은시장상인회,5일장,경기도 양평군 양평읍 양평장터길 15 일원,경기도 양평군 양평읍 양근리 166-14,37.49093212,127.492562
02031,용문천년시장,5일장,경기도 양평군 용문면 용문시장2길 11 일원,경기도 양평군 용문면 다문리 307-5 일원,37.48396323,127.5947559
02028,여주한글시장,5일장,경기도 여주시 세종로14번길 24-1,경기도 여주시 하동 268-4,37.29755119,127.6342892
02029,전곡재래시장,상설장,경기도 연천군 전곡읍 전곡로172번길 4-15,경기도 연천군 전곡읍 전곡리 479-30,38.02715987,127.068161
02014,오산 오색시장,5일장,경기도 오산시 오산로 272번길 21,경기도 오산시 오산동 853-27,37.15132402,127.0709411
02019,죽전로데오상점가,상설장,경기도 용인시 수지구 용구대로 2725의1,경기도 용인시 수지구 전동 1003-53,37.32876707,127.1080591
02019,용인중앙시장,5일장,경기도 용인시 처인구 금령로107번길 13,경기도 용인시 처인구 김량장동 137-1,37.23671447,127.2078585
02017,부곡도깨비시장,상설장,경기도 의왕시 부곡시장길 18,경기도 의왕시삼동 192-554,37.31946613,126.9507058
02003,의정부 청과야채시장,상설장,경기도 의정부시 시민로 157번길,경기도 의정부시 의정부동 30-8,37.73855004,127.0527082
02003,의정부시장,상설장,경기도 의정부시 시민로143번길 40,경기도 의정부시 의정부1동 148-5,37.73945051,127.0511829
02003,의정부제일시장,상설장,경기도 의정부시 태평로 73번길 20,경기도 의정부시 의정부동 160,37.74012663,127.0500679
02021,사기막골 도자기시장,상설장,경기도 이천시 경충대로2993번길 24 사음동,경기도 이천시 사음동 509,37.2936788,127.411746
02021,장호원시장번영회,5일장,경기도 이천시 장호원읍 장감로77번길 14,경기도 이천시 장호원읍 오남리 3-1,37.11808847,127.6312509
02021,관고전통시장,5일장,경기도 이천시 중리천로 31번길 22,경기도 이천시 관고동 10-13,37.28081972,127.4403608
02020,광탄시장,5일장,경기도 파주시 광탄면 해음로 1120번길,경기도 파주시 광탄면 신산리 222-7,37.78146068,126.8484764
02020,금촌전통시장,상설장+5일장,경기도 파주시 금정 24길 18-6,경기도 파주시 금촌동 64-19,37.76261525,126.7738771
02020,금촌명동로시장,상설장,경기도 파주시 명동길 53,경기도 파주시 금촌동 323-1,37.76330716,126.7733425
02020,문산자유시장,상설장,경기도 파주시 문산읍 문향로 57,경기도 파주시 문산읍 문산리 10-23,37.85672748,126.7839421
02020,금촌문화로시장,상설장,경기도 파주시 문화로 89-1,경기도 파주시 금촌동 66-4,37.76224813,126.7748779
02020,적성전통시장,5일장,경기도 파주시 적성면 청송로 1023,경기도 파주시 적성면 마지리 46-8,37.9546091,126.9186694
02020,봉일천 전통시장,5일장,경기도 파주시 조리읍 봉천로 33-1,경기도 파주시 조리읍 봉일천리 168-4,37.74353082,126.8078476
02007,서정리시장,5일장,경기도 평택시 서정역로 37,경기도 평택시 서정동 328-35,37.05742105,127.0555086
02007,안중시장 상인회,상설장+5일장,경기도 평택시 안중읍 안현로서3길 34,경기도 평택시 안중읍 안중리 269-3,36.98766163,126.927666
02007,평택국제 중앙시장,상설장,경기도 평택시 중앙시장로 16,경기도 평택시 신장동 317-70,37.07987951,127.0521948
02007,송탄시장,5일장,경기도 평택시 탄현로346번길 38,경기도 평택시 지산동 754-28,37.08145628,127.0567324
02007,통복시장 상인회,5일장,경기도 평택시 통복시장로25번길 10,경기도 평택시 통복동 70-29,36.99782047,127.0850782
02027,운천시장,5일장,경기도 포천시 영북면 영북로 177번길 25,경기도 포천시 영북면 운천리 531-5,38.08994227,127.2722253
02027,포천일동전통시장,상설장,경기도 포천시 일동면 화동로 1090-14,경기도 포천시 일동면 1033번지 13-9,37.95977517,127.3194839
02018,덕풍전통시장,5일장,경기도 하남시 수리북로 22,경기도 하남시 덕풍동 328-12,37.54153872,127.202919
02018,신장전통시장,상설장,경기도 하남시 신장1로3번길 42,경기도 하남시 신장동 신장전통시장,37.53788732,127.2070276
